City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Sitka,US,57.0531,-135.33,48.09,71,100,3.44,light rain
348,Constantine,DZ,36.365,6.6147,58.41,72,0,10.36,clear sky
349,Kapit,MY,2.0167,112.9333,74.41,99,100,0.36,overcast clouds
350,Ulaanbaatar,MN,47.9077,106.8832,37.53,60,75,11.18,light rain
351,Balkanabat,TM,39.5108,54.3671,74.98,24,100,8.3,overcast clouds
352,Olafsvik,IS,64.8945,-23.7142,45.82,80,100,7.65,overcast clouds
353,Portland,US,45.5234,-122.6762,66.94,53,20,5.99,few clouds
354,Faya,SA,18.3851,42.4509,63.12,46,100,2.84,overcast clouds
355,Mwanza,TZ,-2.5167,32.9,67.42,87,98,2.59,overcast clouds
356,Dunedin,NZ,-45.8742,170.5036,54.81,69,86,5.99,overcast clouds
357,Phan Thiet,VN,10.9333,108.1,78.48,89,49,4.56,scattered clouds
358,Ingham,US,42.6,-84.3833,80.78,53,75,11.5,broken clouds
359,Vitim,RU,59.4511,112.5578,25.43,97,100,2.75,overcast clouds
360,Khash,IR,28.2211,61.2158,72.72,24,36,2.95,scattered clouds
361,Nome,US,64.5011,-165.4064,37.17,93,100,4.61,light rain
362,Berezovyy,RU,51.6667,135.7,15.35,98,90,3.44,overcast clouds
363,Yurty,RU,56.0498,97.6348,24.96,92,100,10.04,light snow
364,Phek,IN,25.6667,94.5,53.06,85,92,2.01,overcast clouds
365,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,72,75,6.91,broken clouds
366,Phalaborwa,ZA,-23.943,31.1411,75.34,51,0,4.81,clear sky
367,Deputatskiy,RU,69.3,139.9,-0.72,99,100,0.6,overcast clouds
368,Bere,TD,9.3202,16.1552,96.48,28,100,4.81,overcast clouds
369,Ilyich,KZ,40.8464,68.5067,59.13,69,70,17.49,broken clouds
370,Katsuura,JP,35.1333,140.3,61.39,90,11,4.81,few clouds
371,Richards Bay,ZA,-28.783,32.0377,71.92,82,100,8.75,overcast clouds
372,Nouadhibou,MR,20.931,-17.0347,65.82,77,0,19.13,clear sky
373,Henties Bay,NA,-22.116,14.2845,59.95,78,0,12.48,clear sky
374,Hamilton,US,39.1834,-84.5333,83.34,48,40,14.97,scattered clouds
375,Buala,SB,-8.145,159.5921,79.68,81,98,5.48,light rain
376,Betlitsa,RU,54.0095,33.9588,45.16,92,93,5.66,overcast clouds
377,Zhanaozen,KZ,43.3,52.8,63.3,34,88,9.24,overcast clouds
378,Matamoros,MX,25.5333,-103.25,91.51,7,0,9.22,clear sky
379,Thompson,CA,55.7435,-97.8558,21.94,56,100,17.72,overcast clouds
380,Luau,AO,-10.7073,22.2247,70.29,75,100,4.07,overcast clouds
381,Bathsheba,BB,13.2167,-59.5167,86.61,58,75,19.57,broken clouds
382,Egvekinot,RU,66.3167,-179.1667,14.63,90,28,6.02,scattered clouds
383,Peniche,PT,39.3558,-9.3811,60.46,85,92,4.99,overcast clouds
384,Yaan,NG,7.3833,8.5667,82.63,64,100,8.34,overcast clouds
385,Acajutla,SV,13.5928,-89.8275,85.73,61,23,9.86,few clouds
386,Rampur Hat,IN,24.1667,87.7833,84.94,38,8,9.08,clear sky
387,Mitzic,GA,0.7821,11.549,70.92,97,100,2.8,overcast clouds
388,Sungai Udang,MY,2.269,102.1427,78.24,87,92,6.17,overcast clouds
389,Jardim,BR,-21.4803,-56.1381,89.83,41,68,9.13,broken clouds
390,Saint-Augustin,CA,51.226,-58.6502,38.97,85,100,21.36,overcast clouds
391,Kurim,CZ,49.2985,16.5314,54.73,72,100,1.99,overcast clouds
392,Leua,SK,48.2156,18.6071,61.93,78,9,4.18,clear sky
393,Bilma,NE,18.6853,12.9164,95.22,10,2,7.94,clear sky
394,Bay Roberts,CA,47.5999,-53.2648,39.11,91,100,5.01,light rain
395,Marigot,MF,18.0667,-63.0833,80.04,69,40,9.22,scattered clouds
396,Khani,GE,41.9563,42.9566,45.97,74,13,4.29,few clouds
397,Kenai,US,60.5544,-151.2583,46.49,81,0,8.05,clear sky
398,Olkhovatka,RU,50.2831,39.2872,54.14,87,100,6.76,overcast clouds
399,Noyabrsk,RU,63.1994,75.4507,17.13,93,100,4.25,overcast clouds
400,Mehamn,NO,71.0357,27.8492,35.82,78,100,13.8,overcast clouds
401,Dong Xoai,VN,11.5333,106.9167,77.02,91,7,4.29,clear sky
402,Pimentel,PE,-6.8367,-79.9342,73.69,64,0,13.8,clear sky
403,Zhigansk,RU,66.7697,123.3711,-1.07,100,61,5.44,broken clouds
404,Camopi,GF,3.1655,-52.3158,80.22,90,90,3.85,overcast clouds
405,Port Blair,IN,11.6667,92.75,82.53,69,4,3.69,clear sky
406,Songjianghe,CN,42.1859,127.479,43.93,54,100,5.12,overcast clouds
407,Mumford,GH,5.2618,-0.759,81.9,83,100,11.32,light rain
408,Jutai,BR,-5.1833,-68.9,87.26,70,47,3.58,scattered clouds
409,Vila Velha,BR,-20.3297,-40.2925,82.35,80,20,15.99,few clouds
410,Tautira,PF,-17.7333,-149.15,80.35,72,65,7.2,light rain
411,Marsa Matruh,EG,31.3525,27.2453,64.27,80,0,8.3,clear sky
412,Chifeng,CN,42.2683,118.9636,52.83,44,0,3.87,clear sky
413,Spisske Podhradie,SK,49.0009,20.7531,51.3,93,100,5.08,overcast clouds
414,High Rock,BS,26.6208,-78.2833,80.62,63,0,14.38,clear sky
415,Nakhon Sawan,TH,15.7,100.0833,86.56,57,8,10.92,clear sky
416,Fort Nelson,CA,58.8053,-122.7002,40.68,95,100,1.07,overcast clouds
417,Yar-Sale,RU,66.8333,70.8333,4.48,97,29,3.67,scattered clouds
418,Peterhead,GB,57.5058,-1.7981,45.0,80,100,7.52,overcast clouds
419,Seymchan,RU,62.8833,152.4333,20.71,94,100,6.29,overcast clouds
420,Oistins,BB,13.0667,-59.5333,86.09,58,75,19.57,broken clouds
421,Jodhpur,IN,26.2867,73.03,87.44,17,0,14.34,clear sky
422,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.56,67,100,5.39,overcast clouds
423,Bolshevik,BY,54.0065,27.5692,46.02,94,68,7.87,broken clouds
424,Katherine,AU,-14.4667,132.2667,75.52,64,96,3.44,overcast clouds
425,Daru,PG,-9.0763,143.2092,76.06,90,65,5.44,broken clouds
426,Roebourne,AU,-20.7833,117.1333,77.77,49,3,6.04,light rain
427,Miguelopolis,BR,-20.1794,-48.0319,88.0,35,30,0.78,scattered clouds
428,Tual,ID,-5.6667,132.75,83.7,66,100,4.05,overcast clouds
429,Atambua,ID,-9.1061,124.8925,70.75,80,33,3.85,scattered clouds
430,Do Gonbadan,IR,30.3586,50.7981,77.85,24,100,2.98,overcast clouds
431,Dhidhdhoo,MV,6.8833,73.1,84.07,71,100,2.68,overcast clouds
432,Mackenzie,CA,55.2999,-123.1698,50.88,56,100,9.33,overcast clouds
433,Jaszbereny,HU,47.5,19.9167,55.29,92,100,7.54,overcast clouds
434,Udachnyy,RU,66.4167,112.4,-1.79,99,48,1.21,scattered clouds
435,Ocos,GT,14.5094,-92.1933,93.38,65,0,8.59,clear sky
436,Harlingen,US,26.1906,-97.6961,89.51,42,0,24.16,clear sky
437,Neon Karlovasion,GR,37.7903,26.7044,66.9,66,10,4.12,clear sky
438,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.47,60,23,14.97,few clouds
439,Korla,CN,41.7597,86.1469,68.05,23,89,8.97,overcast clouds
440,Lagoa,PT,39.05,-27.9833,57.76,74,5,21.07,clear sky
441,Lugovoy,KZ,42.9472,72.7644,54.93,89,62,2.35,broken clouds
442,Luanda,AO,-8.8368,13.2343,77.61,85,76,10.83,broken clouds
443,Ola,RU,59.5833,151.2833,14.14,77,57,9.1,broken clouds
444,Namibe,AO,-15.1961,12.1522,70.05,81,6,6.62,clear sky
445,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,100,11.5,fog
446,Jiwani,PK,25.05,61.7417,81.3,82,0,11.59,clear sky
447,Altus,US,34.6381,-99.334,70.36,26,100,27.63,overcast clouds
448,Brae,GB,60.3964,-1.353,46.11,87,76,16.75,broken clouds
449,Pitimbu,BR,-7.4706,-34.8086,82.99,76,99,14.2,overcast clouds
450,Ponnani,IN,10.767,75.9252,78.12,81,100,4.16,overcast clouds
451,Sobolevo,RU,54.4299,31.8996,46.74,84,98,7.99,overcast clouds
452,Garden City,US,42.3256,-83.331,84.45,48,75,23.02,broken clouds
453,Kigoma,TZ,-4.8769,29.6267,74.66,78,100,3.13,light rain
454,Morden,CA,49.1919,-98.1014,31.84,97,100,27.29,light snow
455,Sumbe,AO,-11.2061,13.8437,76.66,87,49,7.07,scattered clouds
456,Chara,RU,56.9064,118.2631,18.19,64,65,0.92,broken clouds
457,Bomet,KE,-0.7813,35.3416,58.68,99,100,1.25,moderate rain
458,Pangnirtung,CA,66.1451,-65.7125,24.93,76,100,3.91,overcast clouds
459,Marawi,PH,7.9986,124.2928,69.4,93,95,1.68,overcast clouds
460,Talara,PE,-4.5772,-81.2719,81.36,54,0,13.8,clear sky
461,Rocha,UY,-34.4833,-54.3333,77.5,31,0,13.49,clear sky
462,Benjamin Constant,BR,-4.3831,-70.0311,86.13,66,40,8.05,scattered clouds
463,Necochea,AR,-38.5473,-58.7368,74.03,50,38,14.25,scattered clouds
464,Imbituba,BR,-28.24,-48.6703,76.86,70,0,13.96,clear sky
465,Tabuk,PH,17.4189,121.4443,74.62,87,3,4.21,clear sky
466,Torremolinos,ES,36.6204,-4.4998,65.75,60,0,6.91,clear sky
467,Road Town,VG,18.4167,-64.6167,82.49,57,20,15.17,few clouds
468,Challans,FR,46.8436,-1.8749,57.4,94,10,12.3,clear sky
469,Klyuchi,RU,52.2667,79.1667,31.48,51,91,5.39,overcast clouds
470,Oranjemund,NA,-28.55,16.4333,54.77,83,0,13.53,clear sky
471,Srednekolymsk,RU,67.45,153.6833,9.43,95,100,9.44,overcast clouds
472,Komarikhinskiy,RU,58.0979,57.1163,41.49,95,100,4.23,light rain
473,Vestmannaeyjar,IS,63.4427,-20.2734,46.98,79,13,10.56,few clouds
474,Karakulino,RU,56.012,53.7067,49.17,66,100,4.09,overcast clouds
475,Bac Lieu,VN,9.285,105.7244,82.62,77,72,8.01,broken clouds
476,Tancanhuitz,MX,21.6,-98.9667,91.38,43,19,6.69,few clouds
477,Svetlaya,RU,46.5389,138.3297,39.06,67,0,1.43,clear sky
478,San Patricio,US,28.017,-97.5169,86.18,55,39,23.11,scattered clouds
479,Camacupa,AO,-12.0167,17.4833,63.07,67,0,4.16,clear sky
480,Finspang,SE,58.7058,15.7674,44.11,60,7,5.99,clear sky
481,Stepnyak,KZ,52.8339,70.7803,33.39,54,20,6.8,few clouds
482,Senador Jose Porfirio,BR,-2.5908,-51.9542,82.47,75,99,2.1,overcast clouds
483,Whitehorse,CA,60.7161,-135.0538,45.1,55,98,8.01,overcast clouds
484,Plettenberg Bay,ZA,-34.0527,23.3716,55.44,75,0,7.34,clear sky
485,Baykit,RU,61.67,96.37,28.69,95,98,2.93,overcast clouds
486,Urumqi,CN,43.801,87.6005,47.35,93,75,6.71,broken clouds
487,Honolulu,US,21.3069,-157.8583,78.62,69,40,14.97,scattered clouds
488,Poum,NC,-20.2333,164.0167,75.61,78,98,10.42,overcast clouds
489,Panguna,PG,-6.3164,155.4848,67.42,93,30,2.01,scattered clouds
490,Taoudenni,ML,22.6783,-3.9836,86.72,20,0,11.65,clear sky
491,Pisco,PE,-13.7,-76.2167,69.03,82,0,6.91,clear sky
492,Dolores,AR,-36.3132,-57.6792,78.17,27,3,18.25,clear sky
493,Chernyshevskiy,RU,63.0128,112.4714,6.57,97,99,2.15,overcast clouds
494,Sorland,NO,67.667,12.6934,40.86,90,100,11.63,overcast clouds
495,Aykhal,RU,66.0,111.5,2.57,99,35,1.7,scattered clouds
496,Yantai,CN,37.5333,121.4,58.35,77,100,9.26,overcast clouds
497,Arlit,NE,18.7369,7.3853,92.57,9,0,8.81,clear sky
498,Oroville,US,39.5138,-121.5564,77.77,30,0,5.75,clear sky
499,Tezu,IN,27.9167,96.1667,66.29,85,41,5.59,scattered clouds
500,Zandvoort,NL,52.3749,4.5341,53.94,71,20,14.97,few clouds
501,Maine-Soroa,NE,13.2114,12.0241,94.91,11,100,9.86,overcast clouds
502,Riyadh,SA,24.6877,46.7219,84.34,17,77,10.83,broken clouds
503,Prado,BR,-17.3411,-39.2208,82.54,76,2,9.46,clear sky
504,Maniitsoq,GL,65.4167,-52.9,29.41,88,92,6.53,overcast clouds
505,Baghdad,IQ,33.3406,44.4009,66.11,55,40,4.61,scattered clouds
506,La Ronge,CA,55.1001,-105.2842,34.3,70,90,9.4,overcast clouds
507,Old Orchard Beach,US,43.5173,-70.3775,59.04,47,75,9.22,broken clouds
508,Pangkalanbuun,ID,-2.6833,111.6167,75.61,94,22,0.74,few clouds
509,La Plata,AR,-34.9215,-57.9545,78.04,38,6,12.35,clear sky
510,Sai Buri,TH,6.7013,101.6168,79.2,85,18,6.29,few clouds
511,Cayenne,GF,4.9333,-52.3333,83.08,1,75,9.22,broken clouds
512,Kingman,US,35.1894,-114.053,67.19,14,0,9.22,clear sky
513,Ocampo,MX,21.65,-101.5,80.76,14,0,13.62,clear sky
514,Shingu,JP,33.7333,135.9833,62.92,93,100,1.07,overcast clouds
515,Prescott,US,34.54,-112.4685,64.2,14,0,5.75,clear sky
516,Ambon,ID,-3.6954,128.1814,81.3,78,57,4.27,broken clouds
517,San Carlos,VE,9.6612,-68.5827,92.21,38,100,2.26,overcast clouds
518,Joshimath,IN,30.5667,79.5667,54.91,41,65,8.25,broken clouds
519,Neuquen,AR,-38.9516,-68.0591,71.49,28,75,33.38,moderate rain
520,Sao Sebastiao,BR,-23.76,-45.4097,76.23,80,63,3.87,broken clouds
521,Mogadishu,SO,2.0371,45.3438,83.52,76,7,14.2,clear sky
522,Uthal,PK,25.8072,66.6219,82.65,60,0,7.23,clear sky
523,Solhan,TR,38.9634,41.0293,56.1,49,15,3.8,few clouds
524,Jieshi,CN,22.8134,115.8257,80.94,90,0,5.1,clear sky
525,Caruray,PH,10.3094,119.0128,78.24,87,38,4.72,scattered clouds
526,Cajuru,BR,-21.2753,-47.3042,81.9,45,17,5.23,few clouds
527,Lumeje,AO,-11.55,20.7833,69.42,61,1,1.72,clear sky
528,Tuatapere,NZ,-46.1333,167.6833,52.21,91,100,6.64,overcast clouds
529,Pangody,RU,65.85,74.4859,8.53,96,100,4.97,overcast clouds
530,Lorient,FR,47.8333,-3.25,57.9,84,100,4.61,light rain
531,Hay River,CA,60.8156,-115.7999,38.8,69,13,14.45,few clouds
532,Sheboygan,US,43.7333,-87.9334,71.38,65,0,25.32,clear sky
533,Ariquemes,BR,-9.9133,-63.0408,87.01,65,78,2.17,broken clouds
534,Ullapool,GB,57.8987,-5.1604,47.35,71,30,6.71,scattered clouds
535,Zarechnyy,RU,53.2036,45.1923,52.97,80,100,3.18,overcast clouds
536,Lysva,RU,58.1086,57.8053,42.78,94,100,5.03,light rain
537,Dudinka,RU,69.4058,86.1778,-12.17,100,100,2.91,overcast clouds
538,Balad,IQ,34.0164,44.1453,67.14,44,26,6.89,scattered clouds
539,Am Timan,TD,11.0297,20.2827,91.6,33,96,4.47,overcast clouds
540,Sokoni,TZ,-6.4333,39.55,83.01,73,100,8.23,overcast clouds
541,Zambezi,ZM,-13.5432,23.1047,69.48,70,70,5.37,broken clouds
542,Sao Filipe,CV,14.8961,-24.4956,76.05,69,5,4.79,clear sky
543,Champaign,US,40.1334,-88.2001,77.07,59,75,25.32,broken clouds
544,Gaozhou,CN,21.9392,110.8461,76.75,92,38,11.81,scattered clouds
545,Touros,BR,-5.1989,-35.4608,81.37,79,100,14.47,overcast clouds
546,Tahta,EG,26.7693,31.5021,80.44,16,0,8.41,clear sky
547,Itaquyry,PY,-24.9333,-55.2167,81.72,67,87,5.86,overcast clouds
548,Linares,CL,-35.85,-71.6,59.7,83,100,20.62,moderate rain
549,Ufimskiy,RU,56.7084,58.0517,43.92,75,100,5.08,overcast clouds
550,Kuhdasht,IR,33.535,47.6061,60.17,52,94,3.24,overcast clouds
551,Westport,US,41.1415,-73.3579,63.14,55,0,14.97,clear sky
552,Pinhao,BR,-25.6956,-51.6597,75.72,58,2,3.13,clear sky
553,Marinette,US,45.1,-87.6307,71.65,56,0,23.02,clear sky
554,Anqiu,CN,36.4342,119.1925,64.36,78,100,8.86,overcast clouds
555,Kiama,AU,-34.6833,150.8667,62.38,88,100,1.99,light rain
556,Saint-Francois,FR,46.4154,3.9054,53.67,94,75,4.61,broken clouds
557,Huicungo,PE,-7.2833,-76.8,89.13,53,98,2.15,overcast clouds
558,Saravan,AM,39.7196,45.6483,53.28,52,100,6.24,overcast clouds
559,Awbari,LY,26.5921,12.7805,80.15,10,100,9.55,overcast clouds
560,Magadan,RU,59.5667,150.8,13.53,81,32,7.49,scattered clouds
561,Ambulu,ID,-8.345,113.6058,76.01,90,62,3.13,light rain
562,Alice Springs,AU,-23.7,133.8833,60.35,100,100,4.61,overcast clouds
563,Solnechnyy,RU,50.7214,136.6319,15.55,93,10,4.25,clear sky
564,Rawlins,US,41.7911,-107.2387,35.49,64,100,11.5,overcast clouds
565,Coshocton,US,40.272,-81.8596,84.47,42,39,8.01,scattered clouds
566,Chapais,CA,49.7834,-74.8492,36.86,73,100,15.1,overcast clouds
567,Linfen,CN,36.0889,111.5189,66.7,54,100,8.16,overcast clouds
568,Coromandel,BR,-18.4733,-47.2003,82.47,39,82,6.89,broken clouds
569,Tadine,NC,-21.55,167.8833,73.4,74,100,17.07,overcast clouds
570,Labuhan,ID,-6.8844,112.2051,78.69,85,100,5.23,overcast clouds
571,Celestun,MX,20.8667,-90.4,87.76,56,0,12.93,clear sky
572,Bonfim,BR,3.0833,-59.95,92.84,44,74,7.7,broken clouds
573,Noumea,NC,-22.2763,166.4572,73.99,99,100,16.17,overcast clouds
574,Severnoye,RU,56.3491,78.3619,32.76,69,33,4.25,scattered clouds
575,Beeville,US,28.4008,-97.7483,89.29,51,100,19.57,overcast clouds
576,Neiafu,TO,-18.65,-173.9833,77.68,88,40,0.0,scattered clouds
577,Halacho,MX,20.4833,-90.0833,100.74,23,0,7.76,clear sky
578,Inhambane,MZ,-23.865,35.3833,75.18,88,20,0.0,few clouds
579,Curup,ID,-3.4667,102.5333,68.41,99,100,2.39,overcast clouds
580,Hambantota,LK,6.1241,81.1185,81.52,78,77,3.44,heavy intensity rain
581,Port Said,EG,31.2565,32.2841,66.34,81,1,12.62,clear sky
582,Atar,MR,20.5169,-13.0499,88.05,21,0,12.35,clear sky
583,Diffa,NE,13.3154,12.6113,95.13,11,100,8.23,overcast clouds
584,Klimovo,RU,52.3805,32.1923,46.62,79,1,2.91,clear sky
585,Katangli,RU,51.7102,143.2326,28.47,98,100,11.14,snow
586,Leningradskiy,RU,69.3833,178.4167,16.14,95,98,3.18,overcast clouds
587,Ust-Kut,RU,56.7938,105.7672,18.57,97,66,2.53,broken clouds
588,Buraydah,SA,26.326,43.975,71.44,53,100,17.9,overcast clouds
589,Itarema,BR,-2.9248,-39.9167,80.78,82,95,5.53,overcast clouds
590,Dubovka,RU,49.0583,44.829,54.55,66,100,6.76,overcast clouds
591,Tutoia,BR,-2.7619,-42.2744,82.18,71,16,4.29,few clouds
592,Albury,AU,-36.0833,146.9167,54.01,100,100,0.0,overcast clouds
593,Culebra,PR,18.303,-65.301,82.49,84,71,13.0,broken clouds
594,Raymondville,US,26.4815,-97.7831,91.4,40,0,23.47,clear sky
595,Serik,TR,36.9169,31.0989,69.75,49,0,2.93,clear sky
596,Rio Gallegos,AR,-51.6226,-69.2181,46.42,71,100,13.51,overcast clouds
597,Moose Factory,CA,51.2585,-80.6094,41.76,95,100,11.86,overcast clouds
598,Samarai,PG,-10.6167,150.6667,82.4,76,100,12.39,overcast clouds
599,Biloela,AU,-24.4167,150.5,63.91,75,100,10.87,light rain
600,Senaki,GE,42.2704,42.0675,53.69,78,0,2.21,clear sky
601,Grand Gaube,MU,-20.0064,57.6608,73.38,79,100,5.99,light rain
602,Banloc,RO,45.3836,21.1381,61.07,87,87,7.38,light rain
603,Caxambu,BR,-21.9772,-44.9325,78.42,55,16,1.97,few clouds
604,Quila,MX,24.4228,-107.22,85.86,29,0,11.25,clear sky
605,Benicarlo,ES,40.4165,0.4271,65.55,70,65,7.61,broken clouds
606,Lensk,RU,60.7253,114.9278,20.12,96,100,3.31,overcast clouds
607,Eureka,US,40.8021,-124.1637,60.21,76,2,5.99,clear sky
608,Kondinskoye,RU,59.6481,67.41,32.65,89,63,7.67,broken clouds
609,Alofi,NU,-19.0595,-169.9187,77.9,80,100,11.5,moderate rain
610,Duldurga,RU,50.6761,113.5931,29.43,29,100,3.11,overcast clouds
611,Oriximina,BR,-1.7656,-55.8661,86.04,68,89,3.51,overcast clouds
612,Adjumani,UG,3.3779,31.7909,66.49,98,100,4.32,moderate rain
613,Bolshoye Murashkino,RU,55.7826,44.7754,51.12,59,100,5.35,overcast clouds
614,Ndjole,GA,-0.1783,10.7649,75.83,96,100,2.01,overcast clouds
615,Meybod,IR,32.2501,54.0166,82.42,15,98,4.05,overcast clouds
616,Kawalu,ID,-7.3817,108.2082,73.51,96,100,1.97,overcast clouds
617,Jumla,NP,29.2747,82.1838,48.56,34,0,3.96,clear sky
618,Douglas,US,41.3,-96.167,58.82,42,100,20.71,overcast clouds
619,Huilong,CN,31.8111,121.655,62.92,93,100,13.24,overcast clouds
620,Malinovoye Ozero,RU,51.6753,79.7825,30.69,56,100,6.49,overcast clouds
621,Andapa,MG,-14.65,49.65,67.84,99,97,0.74,overcast clouds
622,Palmer,US,42.1584,-72.3287,60.62,38,75,3.44,broken clouds
623,Vostok,RU,46.4856,135.8833,29.75,57,29,4.0,scattered clouds
624,Chapadinha,BR,-3.7417,-43.3603,83.48,73,54,3.98,broken clouds
625,Smolenka,RU,52.1352,113.4974,23.95,86,73,4.47,broken clouds
626,Umm Kaddadah,SD,13.6017,26.6876,86.29,6,7,12.75,clear sky
627,Kattivakkam,IN,13.2167,80.3167,86.09,85,1,9.31,clear sky
628,Nchelenge,ZM,-9.3451,28.734,71.26,87,100,5.79,moderate rain
629,College,US,64.8569,-147.8028,43.12,52,40,3.44,scattered clouds
630,Poquoson,US,37.1224,-76.3458,89.64,43,0,12.66,clear sky
631,Rudbar,AF,30.15,62.6,81.14,23,4,11.99,clear sky
632,Port Hawkesbury,CA,45.6169,-61.3485,40.17,84,100,16.11,overcast clouds
633,Muscat,OM,23.6139,58.5922,86.02,52,1,4.36,clear sky
634,Moron,AR,-34.6534,-58.6198,78.03,38,6,12.48,clear sky
635,Provost,CA,52.3501,-110.2683,59.45,50,72,6.55,broken clouds
636,Santa Maria,BR,-29.6842,-53.8069,78.26,61,0,6.82,clear sky
637,Paamiut,GL,61.994,-49.6678,32.41,90,100,10.51,overcast clouds
638,Brownwood,US,31.7093,-98.9912,80.6,57,100,10.36,overcast clouds
639,Monrovia,LR,6.3005,-10.7969,83.97,81,9,8.32,light rain
640,Sombrerete,MX,23.6333,-103.65,79.97,14,0,8.16,clear sky
641,Lengshuitan,CN,26.4111,111.5956,74.21,88,97,4.61,overcast clouds
642,Tres Lagoas,BR,-20.7511,-51.6783,92.88,29,30,6.53,scattered clouds
643,Ayagoz,KZ,47.9714,80.4392,31.26,51,25,14.9,scattered clouds
644,Adrar,MR,20.5022,-10.0711,83.57,22,0,11.63,clear sky
645,Tura,IN,25.5198,90.2201,74.05,87,95,6.4,overcast clouds
646,Manado,ID,1.487,124.8455,75.97,94,20,1.14,few clouds
647,Wewak,PG,-3.5534,143.6268,79.52,82,87,3.67,overcast clouds
648,Quartucciu,IT,39.2519,9.1794,60.98,63,0,11.5,clear sky
649,Amargosa,BR,-13.0303,-39.6047,80.31,66,10,9.91,clear sky
650,Sambava,MG,-14.2667,50.1667,76.93,84,98,9.75,overcast clouds
651,Ust-Tsilma,RU,65.441,52.1498,26.1,96,13,3.6,few clouds
652,Karatuzskoye,RU,53.6072,92.8667,27.32,70,100,3.38,overcast clouds
653,Myanaung,MM,18.2833,95.3167,86.23,65,10,4.54,clear sky
654,Iralaya,HN,15.0,-83.2333,83.1,68,8,9.17,clear sky
655,Anito,PH,12.4497,125.2886,78.96,90,100,7.45,heavy intensity rain
656,Dicamay,PH,16.7561,122.0037,74.12,90,5,2.59,clear sky
657,Rabo De Peixe,PT,37.8,-25.5833,58.51,72,20,19.57,few clouds
658,Kirovskiy,RU,45.0917,133.5136,42.21,55,25,3.31,scattered clouds
659,Maler Kotla,IN,30.5167,75.8833,82.78,18,4,5.61,clear sky
660,Nueva Imperial,CL,-38.7333,-72.95,56.05,84,100,12.93,overcast clouds
661,Juazeiro,BR,-9.4117,-40.4986,89.78,48,40,13.8,scattered clouds
662,Luangwa,ZM,-15.6167,30.4167,72.25,79,12,2.19,few clouds
663,Roswell,US,34.0232,-84.3616,83.43,47,40,6.91,scattered clouds
664,Tunduma,TZ,-9.3,32.7667,58.78,98,89,4.94,overcast clouds
665,Moree,AU,-29.4667,149.85,51.82,82,100,8.05,overcast clouds
666,Shelburne,CA,44.0787,-80.2041,74.19,60,100,15.84,overcast clouds
667,Palu,ID,-0.8917,119.8707,76.51,95,100,2.42,overcast clouds
668,Havoysund,NO,70.9963,24.6622,35.83,77,100,8.79,overcast clouds
669,Dubrovytsya,UA,51.5744,26.565,48.79,88,75,5.48,broken clouds
670,Markova,UA,48.6758,24.4138,49.89,84,7,5.06,clear sky
671,Pringsewu,ID,-5.3582,104.9744,73.6,97,99,4.09,overcast clouds
672,Rio Grande,BR,-32.035,-52.0986,80.71,58,0,16.51,clear sky
673,Kahuta,PK,33.5913,73.3868,77.85,30,100,12.37,overcast clouds
674,Hailar,CN,49.2,119.7,35.15,59,100,4.5,overcast clouds
675,Praya,CV,14.9215,-23.5087,81.14,47,0,13.8,clear sky
676,Kaeo,NZ,-35.1,173.7833,57.33,94,31,4.97,scattered clouds
677,Port Macquarie,AU,-31.4333,152.9167,57.88,67,100,5.1,overcast clouds
678,Derzhavinsk,KZ,51.1,66.3167,41.18,48,54,11.43,broken clouds
679,Camotan,GT,14.8167,-89.3667,94.96,29,13,4.41,few clouds
680,Timizart,DZ,36.8,4.2667,52.79,75,62,2.75,broken clouds
681,Sola,VU,-13.8833,167.55,80.78,72,93,3.18,overcast clouds
682,Gudalur,IN,9.6833,77.2667,75.61,89,11,2.21,few clouds
683,Roberval,CA,48.5168,-72.2324,41.45,41,75,3.44,broken clouds
684,Nieuw Nickerie,SR,5.95,-56.9833,81.93,78,33,6.51,scattered clouds
685,Nemuro,JP,43.3236,145.575,40.48,85,100,9.86,overcast clouds
686,Moshenskoye,RU,58.5102,34.5911,46.89,94,100,9.06,light rain
687,Kralendijk,BQ,12.15,-68.2667,84.18,65,40,18.41,scattered clouds
688,Giyani,ZA,-23.3025,30.7187,73.94,54,1,5.14,clear sky
689,Santa Cruz Del Sur,CU,20.7147,-77.9956,85.59,52,100,13.29,overcast clouds
690,Pokhara,NP,28.2333,83.9833,71.58,30,0,8.05,clear sky
691,Veraval,IN,20.9,70.3667,81.82,69,0,12.41,clear sky
692,Inuvik,CA,68.3499,-133.7218,41.86,38,20,4.61,few clouds
693,Mastic,US,40.802,-72.8409,58.93,55,0,16.11,clear sky
694,Cabedelo,BR,-6.9811,-34.8339,83.07,76,92,15.26,overcast clouds
695,Rotnes,NO,60.0571,10.8614,44.35,55,15,4.9,few clouds
696,Bandarbeyla,SO,9.4942,50.8122,81.81,73,6,11.3,clear sky
697,Najran,SA,17.4924,44.1277,79.45,38,62,11.65,broken clouds
698,Kodinsk,RU,58.6881,99.1844,21.34,97,97,3.11,overcast clouds
