City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Rio Gallegos,-51.6226,-69.2181,46.45,71,0,18.41,AR,2022-04-23 01:14:43
288,Waipawa,-41.4122,175.5153,56.98,52,12,8.52,NZ,2022-04-23 01:14:43
289,Burnie,-41.0667,145.9167,63.95,48,0,2.82,AU,2022-04-23 01:12:29
290,Santa Marta,11.2408,-74.199,81.9,76,98,1.99,CO,2022-04-23 01:11:45
291,Martapura,-3.4167,114.85,82.49,78,98,4.61,ID,2022-04-23 01:14:44
292,Trairi,-3.2778,-39.2689,75.6,92,87,5.79,BR,2022-04-23 01:14:45
293,Vao,-22.6667,167.4833,75.18,66,17,14.38,NC,2022-04-23 01:14:45
294,Chimoio,-19.1164,33.4833,63.07,96,90,2.55,MZ,2022-04-23 01:14:46
295,Sept-Iles,50.2001,-66.3821,33.42,71,15,16.4,CA,2022-04-23 01:14:46
296,Columbus,39.9612,-82.9988,66.43,52,75,5.75,US,2022-04-23 01:13:28
297,Fairbanks,64.8378,-147.7164,51.76,36,0,4.61,US,2022-04-23 01:10:26
298,Mao,39.8885,4.2658,57.76,88,0,16.11,ES,2022-04-23 01:14:47
299,Cabedelo,-6.9811,-34.8339,75.87,83,98,10.58,BR,2022-04-23 01:14:48
300,Kruisfontein,-34.0033,24.7314,57.88,81,100,2.64,ZA,2022-04-23 01:14:48
301,Corn Island,12.1694,-83.0418,80.85,79,87,15.08,NI,2022-04-23 01:11:44
302,Gamba,-2.65,10.0,77.2,90,100,4.59,GA,2022-04-23 01:14:49
303,Torbay,47.6666,-52.7314,39.38,66,100,1.01,CA,2022-04-23 01:14:49
304,Termoli,41.9888,14.9895,49.57,81,11,6.4,IT,2022-04-23 01:14:50
305,Arman,59.7,150.1667,34.02,73,21,2.64,RU,2022-04-23 01:14:50
306,Ballina,-28.8667,153.5667,73.58,77,22,14.0,AU,2022-04-23 01:14:51
307,Linxia,35.6003,103.2064,57.6,50,65,1.72,CN,2022-04-23 01:14:51
308,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.78,75,75,11.18,RU,2022-04-23 01:13:52
309,Henties Bay,-22.116,14.2845,60.94,90,0,6.85,NA,2022-04-23 01:14:12
310,Saint Anthony,45.0205,-93.218,52.48,93,100,18.41,US,2022-04-23 01:14:52
311,Karaton,-6.3424,106.1045,79.12,84,83,3.56,ID,2022-04-23 01:14:53
312,Khorixas,-20.3667,14.9667,68.63,39,3,3.15,NA,2022-04-23 01:14:53
313,Esik,43.3552,77.4525,49.42,62,65,4.65,KZ,2022-04-23 01:14:54
314,Bathsheba,13.2167,-59.5167,79.41,69,20,13.8,BB,2022-04-23 01:14:54
315,Gizo,-8.103,156.8419,83.39,74,63,11.05,SB,2022-04-23 01:11:59
316,Sudislavl,57.8817,41.7083,39.76,76,60,3.18,RU,2022-04-23 01:14:55
317,Ahipara,-35.1667,173.1667,66.07,56,17,16.28,NZ,2022-04-23 01:14:56
318,Kiunga,-6.1219,141.2906,83.7,75,96,2.37,PG,2022-04-23 01:14:57
319,Sur,22.5667,59.5289,84.72,40,100,10.71,OM,2022-04-23 01:15:57
320,Silvan,38.1419,41.0081,39.49,40,0,2.17,TR,2022-04-23 01:15:58
321,Puerto Leguizamo,-0.1934,-74.7819,74.79,87,100,1.23,CO,2022-04-23 01:15:59
322,Kijang,35.2442,129.2139,67.73,77,100,7.36,KR,2022-04-23 01:15:59
323,Zhigansk,66.7697,123.3711,17.42,90,99,11.74,RU,2022-04-23 01:16:00
324,Kigonsera,-10.8,35.05,58.87,94,13,1.61,TZ,2022-04-23 01:16:00
325,Nampula,-15.1165,39.2666,68.77,97,93,6.24,MZ,2022-04-23 01:16:01
326,Sioux Lookout,50.1001,-91.917,33.87,93,100,8.05,CA,2022-04-23 01:16:01
327,Alekseyevsk,57.8406,108.3492,34.5,60,6,3.96,RU,2022-04-23 01:16:02
328,Sumenep,-7.0167,113.8667,84.33,74,100,8.1,ID,2022-04-23 01:16:03
329,Altoona,40.5187,-78.3947,57.45,69,100,1.81,US,2022-04-23 01:12:39
330,Narsaq,60.9167,-46.05,41.22,96,99,4.34,GL,2022-04-23 01:16:04
331,Karasjok,69.4719,25.5112,32.05,83,81,7.11,NO,2022-04-23 01:16:04
332,Ila,63.4305,10.3705,39.22,86,100,5.73,NO,2022-04-23 01:16:05
333,Tirumullaivasal,11.2333,79.8333,81.72,78,60,1.99,IN,2022-04-23 01:16:05
334,Redmond,47.674,-122.1215,60.06,58,27,4.0,US,2022-04-23 01:13:39
335,Christchurch,-43.5333,172.6333,63.32,51,100,12.66,NZ,2022-04-23 01:16:06
336,Zhangzhou,24.5133,117.6556,75.13,67,100,2.15,CN,2022-04-23 01:16:08
337,Port Macquarie,-31.4333,152.9167,64.29,88,75,6.91,AU,2022-04-23 01:16:09
338,Benin,9.5,2.25,78.35,68,5,4.23,BJ,2022-04-23 01:16:09
339,Alice Springs,-23.7,133.8833,69.35,32,100,12.66,AU,2022-04-23 01:12:37
340,Samarai,-10.6167,150.6667,83.89,74,62,11.59,PG,2022-04-23 01:16:10
341,Davila,18.4726,120.5763,87.78,64,86,3.91,PH,2022-04-23 01:16:11
342,Sao Felix Do Xingu,-6.6447,-51.995,72.03,94,52,1.01,BR,2022-04-23 01:16:11
343,Aktau,43.65,51.2,46.98,74,18,8.63,KZ,2022-04-23 01:16:12
344,Ilulissat,69.2167,-51.1,24.82,80,75,0.0,GL,2022-04-23 01:16:12
345,Vila Franca Do Campo,37.7167,-25.4333,57.61,69,100,5.68,PT,2022-04-23 01:16:13
346,Guerrero Negro,27.9769,-114.0611,63.21,69,0,24.96,MX,2022-04-23 01:16:14
347,Soure,-0.7167,-48.5233,75.04,93,100,4.56,BR,2022-04-23 01:16:14
348,Abu Kamal,34.4506,40.9171,68.58,14,100,3.47,SY,2022-04-23 01:16:15
349,Amiens,49.9,2.3,50.04,73,77,10.09,FR,2022-04-23 01:16:15
350,Broome,42.2506,-75.833,46.78,60,0,10.36,US,2022-04-23 01:16:16
351,Anadyr,64.75,177.4833,32.5,80,40,2.24,RU,2022-04-23 01:16:16
352,Valdez,1.2492,-78.9831,79.48,80,100,9.64,EC,2022-04-23 01:16:17
353,Sesheke,-17.4759,24.2968,63.46,77,19,3.8,ZM,2022-04-23 01:16:18
354,Lewistown,40.5992,-77.5714,60.21,36,0,0.0,US,2022-04-23 01:16:18
355,Quata,-22.2475,-50.6983,70.02,57,5,5.68,BR,2022-04-23 01:16:19
356,Sri Aman,1.2376,111.4621,80.65,89,20,4.61,MY,2022-04-23 01:16:19
357,Ponta Delgada,37.7333,-25.6667,57.92,62,75,1.14,PT,2022-04-23 01:16:20
358,Nuuk,64.1835,-51.7216,34.41,86,100,5.75,GL,2022-04-23 01:16:21
359,Salta,-24.7859,-65.4117,64.99,82,75,5.75,AR,2022-04-23 01:16:21
360,Pangnirtung,66.1451,-65.7125,1.81,89,24,6.6,CA,2022-04-23 01:16:22
361,Cidreira,-30.1811,-50.2056,68.81,83,100,7.36,BR,2022-04-23 01:16:22
362,Ayan,56.45,138.1667,28.76,84,83,1.86,RU,2022-04-23 01:16:23
363,Limbang,4.75,115.0,84.31,78,72,0.94,MY,2022-04-23 01:16:23
364,Asekeyevo,53.5742,52.7972,40.14,72,2,7.65,RU,2022-04-23 01:16:24
365,Hamilton,39.1834,-84.5333,68.23,62,0,5.75,US,2022-04-23 01:17:24
366,Gat,31.61,34.7642,63.28,100,68,3.87,IL,2022-04-23 01:17:25
367,Sambava,-14.2667,50.1667,75.88,90,83,6.69,MG,2022-04-23 01:17:25
368,Katobu,-4.9408,122.5276,84.88,68,81,1.72,ID,2022-04-23 01:17:26
369,Tiznit,29.5833,-9.5,54.19,76,25,8.14,MA,2022-04-23 01:17:26
370,Sinop,41.7711,34.8709,52.5,58,0,9.13,TR,2022-04-23 01:17:27
371,Bad Iburg,52.1549,8.0422,52.16,78,100,12.91,DE,2022-04-23 01:17:27
372,Doha,25.2867,51.5333,80.58,34,0,9.22,QA,2022-04-23 01:17:27
373,Castlemaine,-37.0667,144.2167,64.99,55,44,5.7,AU,2022-04-23 01:17:28
374,Bhag,29.0415,67.8239,81.32,19,100,4.14,PK,2022-04-23 01:17:28
375,Olivenza,38.6832,-7.103,44.31,95,100,11.68,ES,2022-04-23 01:17:29
376,Omboue,-1.5746,9.2618,77.9,90,99,4.97,GA,2022-04-23 01:17:29
377,Viisoara,46.55,23.9167,49.6,92,100,0.2,RO,2022-04-23 01:17:30
378,Nouadhibou,20.931,-17.0347,64.38,72,0,18.41,MR,2022-04-23 01:17:30
379,Lembeni,-3.7833,37.6167,66.54,94,34,1.79,TZ,2022-04-23 01:17:31
380,Burgersdorp,-30.9977,26.3286,54.07,84,57,4.43,ZA,2022-04-23 01:17:31
381,Gaozhou,21.9392,110.8461,79.34,80,37,6.87,CN,2022-04-23 01:17:31
382,Sisimiut,66.9395,-53.6735,25.74,90,100,4.65,GL,2022-04-23 01:17:32
383,Shupiyan,33.7167,74.8333,44.56,69,0,2.93,IN,2022-04-23 01:17:32
384,Champasak,14.75,106.0,83.14,67,15,2.91,LA,2022-04-23 01:17:33
385,Isla Vista,34.4133,-119.861,66.99,58,0,11.5,US,2022-04-23 01:17:33
386,Buala,-8.145,159.5921,81.27,80,100,5.37,SB,2022-04-23 01:17:34
387,Bani,18.2833,-70.3333,72.86,79,100,13.2,DO,2022-04-23 01:16:13
388,Biak,-0.9131,122.8766,81.48,75,94,1.95,ID,2022-04-23 01:17:34
389,Teguldet,57.3064,88.1667,20.66,76,100,11.59,RU,2022-04-23 01:17:35
390,Nahrin,36.0649,69.1334,59.79,58,3,3.74,AF,2022-04-23 01:17:35
391,Port Shepstone,-30.7414,30.455,69.44,92,100,14.34,ZA,2022-04-23 01:17:35
392,Los Llanos De Aridane,28.6585,-17.9182,60.55,83,100,6.91,ES,2022-04-23 01:17:36
393,Fortuna,40.5982,-124.1573,57.92,76,0,11.5,US,2022-04-23 01:17:36
394,Anina,45.0794,21.8569,47.35,94,100,3.96,RO,2022-04-23 01:17:37
395,Bardiyah,31.7561,25.0865,63.45,61,100,12.86,LY,2022-04-23 01:17:37
396,Smithers,54.7804,-127.1743,52.12,40,75,5.75,CA,2022-04-23 01:17:38
397,Campbell River,50.0163,-125.2446,53.98,58,75,4.61,CA,2022-04-23 01:15:13
398,Ilabaya,-17.4208,-70.5133,63.79,73,6,0.49,PE,2022-04-23 01:17:38
399,Acari,-15.4311,-74.6158,71.02,85,75,3.85,PE,2022-04-23 01:17:39
400,Reconquista,-29.15,-59.65,58.57,87,90,9.33,AR,2022-04-23 01:17:39
401,Camalu,30.85,-116.0667,60.1,63,3,19.71,MX,2022-04-23 01:17:40
402,Brae,60.3964,-1.353,45.12,80,100,20.0,GB,2022-04-23 01:17:40
403,Binzhou,37.3667,118.0167,70.32,27,0,10.38,CN,2022-04-23 01:17:41
404,Porbandar,21.6422,69.6093,80.22,65,0,8.88,IN,2022-04-23 01:17:41
405,Axim,4.8699,-2.2405,79.84,86,12,7.38,GH,2022-04-23 01:17:41
406,Adrar,20.5022,-10.0711,71.4,19,69,9.62,MR,2022-04-23 01:17:42
407,Boyuibe,-20.4167,-63.2833,69.33,84,0,0.38,BO,2022-04-23 01:17:42
408,Pochutla,15.7432,-96.4661,84.02,66,98,6.85,MX,2022-04-23 01:17:43
409,Meridian,43.6121,-116.3915,60.12,29,0,25.32,US,2022-04-23 01:17:43
410,Souillac,-20.5167,57.5167,75.58,60,20,13.8,MU,2022-04-23 01:17:43
411,Chunskiy,56.0815,99.6342,24.73,75,100,14.56,RU,2022-04-23 01:17:44
412,Hithadhoo,-0.6,73.0833,84.0,74,100,11.03,MV,2022-04-23 01:17:45
413,Darhan,49.4867,105.9228,43.03,42,100,6.17,MN,2022-04-23 01:18:45
414,Port Blair,11.6667,92.75,84.24,84,20,2.3,IN,2022-04-23 01:18:46
415,Bayir,37.2687,28.2167,46.92,39,97,3.76,TR,2022-04-23 01:18:46
416,Korla,41.7597,86.1469,65.35,22,3,7.34,CN,2022-04-23 01:18:46
417,Wajima,37.4,136.9,59.68,94,75,8.05,JP,2022-04-23 01:18:47
418,Riyadh,24.6877,46.7219,75.34,15,91,7.65,SA,2022-04-23 01:16:18
419,Shimoda,34.6667,138.95,75.11,66,88,21.3,JP,2022-04-23 01:18:48
420,Indramayu,-6.3264,108.32,80.94,81,72,4.41,ID,2022-04-23 01:18:48
421,Jiquilisco,13.3167,-88.5833,80.96,74,100,2.17,SV,2022-04-23 01:18:49
422,Pucallpa,-8.3791,-74.5539,80.64,78,40,2.3,PE,2022-04-23 01:18:49
423,Foumbot,5.5079,10.6356,68.32,91,100,1.43,CM,2022-04-23 01:18:50
424,Rincon,32.296,-81.2354,68.86,59,0,4.61,US,2022-04-23 01:18:50
425,Homer,59.6425,-151.5483,44.49,73,100,13.8,US,2022-04-23 01:18:50
426,Pozo Colorado,-23.4923,-58.7972,80.6,54,15,3.33,PY,2022-04-23 01:18:51
427,Kosovska Mitrovica,42.8833,20.8667,52.61,91,100,3.31,XK,2022-04-23 01:18:51
428,Rorvik,64.8621,11.2373,41.74,82,98,8.03,NO,2022-04-23 01:18:52
429,Chifeng,42.2683,118.9636,62.33,23,86,23.42,CN,2022-04-23 01:18:52
430,Shelburne,44.0787,-80.2041,47.75,68,100,4.16,CA,2022-04-23 01:18:53
431,Catamarca,-28.4696,-65.7852,68.77,73,44,4.05,AR,2022-04-23 01:14:30
432,Moron,-34.6534,-58.6198,58.75,77,0,6.24,AR,2022-04-23 01:18:54
433,Weligama,5.9667,80.4167,78.78,81,100,5.01,LK,2022-04-23 01:18:54
434,Westport,41.1415,-73.3579,59.09,43,0,9.22,US,2022-04-23 01:16:02
435,Innisfail,-17.5333,146.0333,75.6,92,100,13.69,AU,2022-04-23 01:18:56
436,Denpasar,-8.65,115.2167,83.86,83,20,2.3,ID,2022-04-23 01:18:57
437,Winnemucca,40.973,-117.7357,46.45,49,100,4.61,US,2022-04-23 01:17:00
438,Tuatapere,-46.1333,167.6833,59.77,58,16,8.81,NZ,2022-04-23 01:18:58
439,Jaque,7.5175,-78.1703,78.64,81,51,3.09,PA,2022-04-23 01:18:58
440,Boa Vista,2.8197,-60.6733,80.58,74,40,2.3,BR,2022-04-23 01:15:28
441,Aksu,41.1231,80.2644,63.61,50,94,2.55,CN,2022-04-23 01:18:59
442,Missoula,47.0166,-113.8009,44.17,41,100,5.68,US,2022-04-23 01:17:41
443,Tessalit,20.1986,1.0114,77.79,8,85,7.43,ML,2022-04-23 01:19:00
444,Aswan,24.0934,32.907,74.16,16,0,8.79,EG,2022-04-23 01:19:01
445,Lagoa,39.05,-27.9833,56.77,67,100,14.72,PT,2022-04-23 01:18:02
446,Kigoma,-4.8769,29.6267,72.46,83,53,2.44,TZ,2022-04-23 01:19:02
447,Svetlyy,54.675,20.1347,46.45,78,7,6.85,RU,2022-04-23 01:19:02
448,Port Lincoln,-34.7333,135.8667,61.03,67,76,15.43,AU,2022-04-23 01:17:33
449,Maniitsoq,65.4167,-52.9,29.84,94,100,3.85,GL,2022-04-23 01:19:03
450,Qui Nhon,13.7667,109.2333,81.21,74,22,2.26,VN,2022-04-23 01:19:04
451,Severnoye,56.3491,78.3619,22.3,84,100,7.54,RU,2022-04-23 01:19:05
452,Tayoltita,24.0833,-105.9333,76.64,38,8,5.59,MX,2022-04-23 01:19:05
453,General Roca,-39.0333,-67.5833,59.63,47,100,27.36,AR,2022-04-23 01:19:06
454,Toamasina,-18.1667,49.3833,74.84,92,99,4.21,MG,2022-04-23 01:19:06
455,Hofn,64.2539,-15.2082,45.27,83,57,0.83,IS,2022-04-23 01:19:07
456,Abu Dhabi,24.4667,54.3667,77.97,74,93,2.3,AE,2022-04-23 01:16:49
457,Marawi,7.9986,124.2928,77.92,73,37,2.04,PH,2022-04-23 01:19:08
458,Lima,-12.0432,-77.0282,68.9,76,100,10.36,PE,2022-04-23 01:19:08
459,Matehuala,23.65,-100.65,76.3,39,59,17.0,MX,2022-04-23 01:19:09
460,Vostok,46.4856,135.8833,36.21,82,94,7.16,RU,2022-04-23 01:19:10
461,Sorkjosen,69.8,20.9333,35.6,69,100,4.61,NO,2022-04-23 01:20:11
462,Tura,25.5198,90.2201,73.08,89,20,4.76,IN,2022-04-23 01:20:11
463,Port Hedland,-20.3167,118.5667,91.45,13,0,16.11,AU,2022-04-23 01:20:12
464,Beloha,-25.1667,45.05,73.63,73,73,9.6,MG,2022-04-23 01:20:12
465,Dicabisagan,17.0818,122.4157,83.3,68,56,5.08,PH,2022-04-23 01:20:12
466,Bahia Blanca,-38.7196,-62.2724,51.87,57,11,7.67,AR,2022-04-23 01:20:13
467,Baracoa,20.3467,-74.4958,75.76,83,100,13.31,CU,2022-04-23 01:20:13
468,Sokoni,-6.4333,39.55,80.17,79,35,4.25,TZ,2022-04-23 01:20:14
469,Koraput,18.8167,82.7167,77.76,35,5,3.49,IN,2022-04-23 01:20:15
470,Tarko-Sale,64.9225,77.785,5.11,95,100,13.06,RU,2022-04-23 01:20:15
471,Monywa,22.1167,95.1333,89.13,47,0,8.79,MM,2022-04-23 01:20:16
472,Tomatlan,19.9333,-105.25,77.58,59,0,6.29,MX,2022-04-23 01:20:16
473,Chicama,-7.8447,-79.1469,61.34,82,99,6.62,PE,2022-04-23 01:20:17
474,Poum,-20.2333,164.0167,77.95,70,48,7.87,NC,2022-04-23 01:20:17
475,Strezhevoy,60.7333,77.5889,16.59,92,100,13.2,RU,2022-04-23 01:20:18
476,Cantagalo,-21.9811,-42.3681,67.42,83,11,3.11,BR,2022-04-23 01:20:18
477,Latehar,23.75,84.5,81.66,28,0,3.47,IN,2022-04-23 01:20:19
478,Ushibuka,32.1906,130.0228,61.34,88,100,6.22,JP,2022-04-23 01:20:19
479,Iquitos,-3.7481,-73.2472,73.44,100,0,0.0,PE,2022-04-23 01:20:19
480,Tezu,27.9167,96.1667,71.02,94,98,1.05,IN,2022-04-23 01:20:20
481,Norden,53.6,7.2,50.95,91,9,15.84,DE,2022-04-23 01:20:21
482,Warmbad,-28.45,18.7333,64.8,55,95,1.28,NA,2022-04-23 01:20:21
483,La Palma,33.8464,-118.0467,68.61,60,75,16.11,US,2022-04-23 01:20:22
484,Awbari,26.5921,12.7805,69.71,22,0,7.18,LY,2022-04-23 01:20:22
485,Malanville,11.8685,3.3899,91.72,29,56,9.84,BJ,2022-04-23 01:20:23
486,Goya,-29.14,-59.2626,58.21,86,85,8.25,AR,2022-04-23 01:20:23
487,Laguna,38.421,-121.4238,68.11,39,0,8.05,US,2022-04-23 01:20:24
488,Sunbury,-37.5833,144.7333,62.91,71,0,6.91,AU,2022-04-23 01:20:25
489,Namtsy,62.7161,129.6658,28.99,82,100,1.07,RU,2022-04-23 01:20:26
490,Lerwick,60.1545,-1.1494,44.6,81,100,19.46,GB,2022-04-23 01:20:26
491,Hervey Bay,-25.2986,152.8535,77.02,60,91,11.01,AU,2022-04-23 01:20:27
492,Waingapu,-9.6567,120.2641,84.51,72,64,11.95,ID,2022-04-23 01:20:28
493,Ibadan,7.3878,3.8964,75.52,95,100,4.32,NG,2022-04-23 01:20:29
494,Marsa Matruh,31.3525,27.2453,59.43,79,0,9.44,EG,2022-04-23 01:20:29
495,Saint-Pierre,-21.3393,55.4781,74.88,75,0,26.46,RE,2022-04-23 01:15:36
496,Faya,18.3851,42.4509,62.71,37,93,1.52,SA,2022-04-23 01:19:24
497,Palmer,42.1584,-72.3287,53.2,53,20,6.91,US,2022-04-23 01:20:30
498,Oranjemund,-28.55,16.4333,55.81,92,44,14.52,NA,2022-04-23 01:20:31
499,Oboyan,51.2098,36.2792,44.02,82,52,1.92,RU,2022-04-23 01:20:31
500,Newport,51.5877,-2.9984,48.78,75,97,1.01,GB,2022-04-23 01:19:04
501,Vanimo,-2.6741,141.3028,78.73,88,99,5.79,PG,2022-04-23 01:20:32
502,Mecca,21.4267,39.8261,79.09,70,3,0.16,SA,2022-04-23 01:17:59
503,Strathpeffer,57.588,-4.5382,46.11,90,68,4.63,GB,2022-04-23 01:20:33
504,Minyar,55.0709,57.5485,33.53,73,74,3.91,RU,2022-04-23 01:20:34
505,Slantsy,59.1182,28.0914,44.53,75,93,3.51,RU,2022-04-23 01:20:35
506,Esmeraldas,-19.7625,-44.3139,72.46,56,64,2.17,BR,2022-04-23 01:20:35
507,Conde,-7.2597,-34.9075,74.66,100,75,9.22,BR,2022-04-23 01:20:36
508,Yar-Sale,66.8333,70.8333,-0.92,95,100,8.34,RU,2022-04-23 01:21:36
509,Coihaique,-45.5752,-72.0662,41.61,93,100,3.44,CL,2022-04-23 01:21:37
510,Bereda,43.2686,-7.5406,44.15,100,100,0.76,ES,2022-04-23 01:21:37
511,Padang,-0.9492,100.3543,77.05,76,88,2.84,ID,2022-04-23 01:21:38
512,Shumskiy,54.8318,99.1328,26.58,60,100,13.49,RU,2022-04-23 01:21:38
513,Buturlino,55.5667,44.8974,36.28,76,16,1.86,RU,2022-04-23 01:21:39
514,Ngunguru,-35.6167,174.5,65.16,49,0,11.63,NZ,2022-04-23 01:21:39
515,Borjomi,41.8527,43.4128,43.92,75,63,4.63,GE,2022-04-23 01:21:40
516,Iqaluit,63.7506,-68.5145,8.33,72,20,9.22,CA,2022-04-23 01:21:40
517,Namibe,-15.1961,12.1522,71.65,82,66,6.58,AO,2022-04-23 01:21:40
518,Porto Torres,40.835,8.3972,51.98,82,100,10.33,IT,2022-04-23 01:21:41
519,Lasa,46.6166,10.7002,49.08,97,96,3.47,IT,2022-04-23 01:21:42
520,Capanema,-1.1958,-47.1808,73.18,97,100,0.83,BR,2022-04-23 01:21:42
521,Shakiso,5.75,38.9167,57.29,98,100,2.33,ET,2022-04-23 01:21:43
522,Boueni,-12.9025,45.0761,82.38,79,99,16.06,YT,2022-04-23 01:21:44
523,Sabha,27.0377,14.4283,70.84,24,0,15.9,LY,2022-04-23 01:21:44
524,Zaltan,32.947,11.8665,61.93,54,0,7.65,LY,2022-04-23 01:21:45
525,Kenai,60.5544,-151.2583,47.03,57,40,19.57,US,2022-04-23 01:21:45
526,Jinji,23.2281,110.8261,72.59,94,98,2.44,CN,2022-04-23 01:21:46
527,Rybinsk,58.0446,38.8426,43.92,81,100,3.53,RU,2022-04-23 01:21:46
528,Todos Santos,23.45,-110.2167,69.66,75,46,7.43,MX,2022-04-23 01:21:47
529,Noumea,-22.2763,166.4572,82.99,99,7,13.13,NC,2022-04-23 01:21:47
530,Miraflores,19.2167,-98.8083,68.04,51,96,4.94,MX,2022-04-23 01:21:48
531,Yarmouth,41.7057,-70.2286,52.0,60,0,7.0,US,2022-04-23 01:21:48
532,Matanzas,23.0411,-81.5775,75.96,88,40,13.8,CU,2022-04-23 01:21:49
533,Autazes,-3.5797,-59.1306,72.46,97,100,2.24,BR,2022-04-23 01:21:49
534,Balkhash,46.844,74.9804,50.61,62,0,15.66,KZ,2022-04-23 01:21:49
535,Maragogi,-9.0122,-35.2225,77.68,85,85,6.11,BR,2022-04-23 01:17:52
536,Leiyang,26.4024,112.8591,74.34,83,56,1.52,CN,2022-04-23 01:21:50
537,Salo,45.6086,10.531,56.52,90,100,1.57,IT,2022-04-23 01:21:51
538,Quebo,11.3333,-14.9333,72.88,89,70,2.59,GW,2022-04-23 01:21:51
539,Pagudpud,18.5616,120.7868,87.35,58,87,2.48,PH,2022-04-23 01:21:52
540,La Rioja,42.25,-2.5,42.58,92,100,2.57,ES,2022-04-23 01:21:52
541,Ndele,8.4109,20.6473,72.84,85,100,3.02,CF,2022-04-23 01:21:53
542,Scarborough,54.2797,-0.4044,47.77,90,86,1.99,GB,2022-04-23 01:21:53
543,Yacuiba,-22.038,-63.6797,71.65,78,0,5.32,BO,2022-04-23 01:21:54
544,Eureka,40.8021,-124.1637,58.19,77,30,1.99,US,2022-04-23 01:17:35
545,San Vicente,-26.6167,-54.1333,62.85,98,4,3.42,AR,2022-04-23 01:21:55
546,Sao Miguel Do Araguaia,-13.275,-50.1628,76.57,70,53,4.23,BR,2022-04-23 01:21:55
547,Yulara,-25.2406,130.9889,70.16,36,89,20.22,AU,2022-04-23 01:21:56
548,Kondinskoye,59.6481,67.41,6.8,96,48,5.28,RU,2022-04-23 01:21:56
549,Ugrinovci,44.8783,20.1869,56.32,87,40,4.61,RS,2022-04-23 01:21:57
550,Airai,-8.9266,125.4092,72.09,50,95,3.65,TL,2022-04-23 01:22:57
551,Madimba,-10.4,40.3333,75.42,91,41,5.57,TZ,2022-04-23 01:22:58
552,Galeana,24.8333,-100.0667,66.06,67,66,6.58,MX,2022-04-23 01:22:59
553,Antofagasta,-23.65,-70.4,60.08,85,60,5.21,CL,2022-04-23 01:22:59
554,Galbshtadt,53.2264,78.9845,31.32,47,6,8.66,RU,2022-04-23 01:22:59
555,Pacific Grove,36.6177,-121.9166,63.55,73,20,10.36,US,2022-04-23 01:23:00
556,Tazovskiy,67.4667,78.7,-3.05,99,45,7.27,RU,2022-04-23 01:23:00
557,Raipur,21.2333,81.6333,78.94,78,40,3.44,IN,2022-04-23 01:21:08
558,Bokaro,23.7833,85.9667,85.26,25,3,3.42,IN,2022-04-23 01:23:01
559,Nemuro,43.3236,145.575,45.82,83,98,25.17,JP,2022-04-23 01:23:01
560,Irbil,36.1926,44.0106,53.42,40,0,2.3,IQ,2022-04-23 01:20:50
561,Inirida,3.8653,-67.9239,73.99,95,53,3.18,CO,2022-04-23 01:23:02
562,Winton,37.3894,-120.6133,66.11,40,0,13.8,US,2022-04-23 01:23:02
563,Kulunda,52.566,78.9385,31.57,43,10,5.41,RU,2022-04-23 01:23:03
564,Dudinka,69.4058,86.1778,2.62,98,91,4.99,RU,2022-04-23 01:23:03
565,Turka,49.1541,23.0297,44.15,99,100,3.15,UA,2022-04-23 01:23:04
566,Villa Carlos Paz,-31.4241,-64.4978,54.39,49,20,1.99,AR,2022-04-23 01:23:04
567,Malanje,-9.5402,16.341,61.86,91,80,1.95,AO,2022-04-23 01:23:05
568,Beni Mazar,28.4962,30.8029,61.21,53,0,12.01,EG,2022-04-23 01:23:05
569,Berzovia,45.4261,21.6281,54.75,93,100,9.48,RO,2022-04-23 01:23:06
570,Mogadishu,2.0371,45.3438,82.47,76,99,10.83,SO,2022-04-23 01:23:06
571,Parana,-31.732,-60.5238,53.56,94,3,4.03,AR,2022-04-23 01:23:07
572,Nantucket,41.2835,-70.0995,55.45,66,0,8.05,US,2022-04-23 01:23:07
573,Ketchikan,55.3422,-131.6461,48.67,71,100,12.66,US,2022-04-23 01:23:07
574,Polunochnoye,60.8697,60.4153,21.29,94,98,2.55,RU,2022-04-23 01:23:08
575,Krasnaya Gora,52.9995,31.6023,45.45,89,100,10.45,RU,2022-04-23 01:23:08
576,Joao Camara,-5.5375,-35.8197,73.63,97,100,4.63,BR,2022-04-23 01:23:09
